Frame,Timestamp,Track ID,Event,Metadata
105,3.504,24,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
105,3.504,22,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
105,3.504,17,TrackRecovered,{'reason': 'Track re-associated'}
108,3.604,6,TrackLost,{'reason': 'Lost tracking detection updates'}
111,3.704,17,TrackLost,{'reason': 'Lost tracking detection updates'}
120,4.004,24,TrackLost,{'reason': 'Lost tracking detection updates'}
120,4.004,1,TrackLost,{'reason': 'Lost tracking detection updates'}
123,4.104,1,TrackRecovered,{'reason': 'Track re-associated'}
135,4.505,36,ZoneEntered,{'zone': 'Kitchen'}
135,4.505,36,TrackCreated,"{'bbox': [np.float32(169.48764), np.float32(129.57805), np.float32(266.4066), np.float32(404.7954)]}"
135,4.505,36,RoleAssigned,{'role': 'Customer'}
135,4.505,24,TrackRecovered,{'reason': 'Track re-associated'}
135,4.505,33,ZoneEntered,{'zone': 'Dining'}
135,4.505,33,DiningStarted,{}
135,4.505,33,TrackCreated,"{'bbox': [np.float32(706.561), np.float32(453.1907), np.float32(892.1436), np.float32(707.07086)]}"
135,4.505,33,RoleAssigned,{'role': 'Customer'}
135,4.505,1,TrackLost,{'reason': 'Lost tracking detection updates'}
135,4.505,14,TrackLost,{'reason': 'Lost tracking detection updates'}
138,4.605,14,TrackRecovered,{'reason': 'Track re-associated'}
138,4.605,6,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 3.1}"
138,4.605,6,DiningFinished,{'dwell': 3.1}
138,4.605,6,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
138,4.605,6,TrackArchived,{'reason': 'Archiving track memory'}
138,4.605,33,TrackLost,{'reason': 'Lost tracking detection updates'}
141,4.705,36,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
141,4.705,33,TrackRecovered,{'reason': 'Track re-associated'}
141,4.705,17,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.0}"
141,4.705,17,DiningFinished,{'dwell': 2.0}
141,4.705,17,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
141,4.705,17,TrackArchived,{'reason': 'Archiving track memory'}
144,4.805,9,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.8}"
144,4.805,9,DiningFinished,{'dwell': 1.8}
150,5.005,9,ZoneEntered,{'zone': 'Dining'}
150,5.005,9,DiningStarted,{}
156,5.205,42,ZoneEntered,{'zone': 'Dining'}
156,5.205,42,DiningStarted,{}
156,5.205,42,TrackCreated,"{'bbox': [np.float32(1098.6171), np.float32(250.08263), np.float32(1155.1942), np.float32(330.98135)]}"
156,5.205,42,RoleAssigned,{'role': 'Customer'}
162,5.405,42,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
165,5.506,1,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 5.31}"
165,5.506,1,DiningFinished,{'dwell': 5.31}
165,5.506,1,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
165,5.506,1,TrackArchived,{'reason': 'Archiving track memory'}
165,5.506,42,TrackLost,{'reason': 'Lost tracking detection updates'}
180,6.006,36,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 1.5}"
186,6.206,36,TrackLost,{'reason': 'Lost tracking detection updates'}
189,6.306,33,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.8}"
189,6.306,33,DiningFinished,{'dwell': 1.8}
189,6.306,14,TrackLost,{'reason': 'Lost tracking detection updates'}
192,6.406,36,TrackRecovered,{'reason': 'Track re-associated'}
192,6.406,14,TrackRecovered,{'reason': 'Track re-associated'}
192,6.406,9,TrackLost,{'reason': 'Lost tracking detection updates'}
195,6.506,42,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.3}"
195,6.506,42,DiningFinished,{'dwell': 1.3}
195,6.506,42,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
195,6.506,42,TrackArchived,{'reason': 'Archiving track memory'}
198,6.607,44,ZoneEntered,{'zone': 'Dining'}
198,6.607,44,DiningStarted,{}
198,6.607,44,TrackCreated,"{'bbox': [np.float32(816.15735), np.float32(283.25262), np.float32(908.5934), np.float32(412.2679)]}"
198,6.607,44,RoleAssigned,{'role': 'Customer'}
201,6.707,49,ZoneEntered,{'zone': 'Kitchen'}
201,6.707,49,TrackCreated,"{'bbox': [np.float32(171.98686), np.float32(116.945694), np.float32(254.10803), np.float32(407.16165)]}"
201,6.707,49,RoleAssigned,{'role': 'Customer'}
201,6.707,50,ZoneEntered,{'zone': 'Dining'}
201,6.707,50,DiningStarted,{}
201,6.707,50,TrackCreated,"{'bbox': [np.float32(788.0414), np.float32(400.77896), np.float32(934.9548), np.float32(626.34033)]}"
201,6.707,50,RoleAssigned,{'role': 'Customer'}
201,6.707,44,TrackLost,{'reason': 'Lost tracking detection updates'}
207,6.907,49,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
207,6.907,50,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
207,6.907,44,TrackRecovered,{'reason': 'Track re-associated'}
210,7.007,22,TrackLost,{'reason': 'Lost tracking detection updates'}
213,7.107,22,TrackRecovered,{'reason': 'Track re-associated'}
213,7.107,44,TrackLost,{'reason': 'Lost tracking detection updates'}
216,7.207,44,TrackRecovered,{'reason': 'Track re-associated'}
219,7.307,33,TrackLost,{'reason': 'Lost tracking detection updates'}
219,7.307,22,TrackLost,{'reason': 'Lost tracking detection updates'}
222,7.407,44,TrackLost,{'reason': 'Lost tracking detection updates'}
222,7.407,9,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.4}"
222,7.407,9,DiningFinished,{'dwell': 2.4}
222,7.407,9,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
222,7.407,9,TrackArchived,{'reason': 'Archiving track memory'}
225,7.508,22,TrackRecovered,{'reason': 'Track re-associated'}
228,7.608,33,TrackRecovered,{'reason': 'Track re-associated'}
228,7.608,50,TrackLost,{'reason': 'Lost tracking detection updates'}
231,7.708,33,ZoneEntered,{'zone': 'Kitchen'}
234,7.808,49,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 1.1}"
234,7.808,66,ZoneEntered,{'zone': 'Dining'}
234,7.808,66,DiningStarted,{}
234,7.808,66,TrackCreated,"{'bbox': [np.float32(1066.0706), np.float32(318.05026), np.float32(1165.1051), np.float32(440.95358)]}"
234,7.808,66,RoleAssigned,{'role': 'Customer'}
234,7.808,33,ZoneExited,"{'zone': 'Kitchen', 'dwell_seconds': 0.1}"
237,7.908,36,ZoneEntered,{'zone': 'Dining'}
237,7.908,36,DiningStarted,{}
237,7.908,50,TrackRecovered,{'reason': 'Track re-associated'}
240,8.008,66,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
243,8.108,50,TrackLost,{'reason': 'Lost tracking detection updates'}
246,8.208,50,TrackRecovered,{'reason': 'Track re-associated'}
246,8.208,66,TrackLost,{'reason': 'Lost tracking detection updates'}
252,8.408,33,ZoneEntered,{'zone': 'Kitchen'}
252,8.408,44,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.8}"
252,8.408,44,DiningFinished,{'dwell': 1.8}
252,8.408,44,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
252,8.408,44,TrackArchived,{'reason': 'Archiving track memory'}
255,8.508,22,TrackLost,{'reason': 'Lost tracking detection updates'}
267,8.909,78,ZoneEntered,{'zone': 'Dining'}
267,8.909,78,DiningStarted,{}
267,8.909,78,TrackCreated,"{'bbox': [np.float32(852.0567), np.float32(426.35898), np.float32(980.6726), np.float32(533.524)]}"
267,8.909,78,RoleAssigned,{'role': 'Customer'}
273,9.109,78,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
276,9.209,66,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.4}"
276,9.209,66,DiningFinished,{'dwell': 1.4}
276,9.209,66,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
276,9.209,66,TrackArchived,{'reason': 'Archiving track memory'}
282,9.409,49,ZoneEntered,{'zone': 'Dining'}
282,9.409,49,DiningStarted,{}
285,9.51,50,TrackLost,{'reason': 'Lost tracking detection updates'}
285,9.51,22,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 6.21}"
285,9.51,22,DiningFinished,{'dwell': 6.21}
285,9.51,22,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
285,9.51,22,TrackArchived,{'reason': 'Archiving track memory'}
288,9.61,77,ZoneEntered,{'zone': 'Dining'}
288,9.61,77,DiningStarted,{}
288,9.61,77,TrackCreated,"{'bbox': [np.float32(999.0059), np.float32(224.90234), np.float32(1052.9528), np.float32(305.87704)]}"
288,9.61,77,RoleAssigned,{'role': 'Customer'}
288,9.61,50,TrackRecovered,{'reason': 'Track re-associated'}
291,9.71,77,TrackLost,{'reason': 'Lost tracking detection updates'}
294,9.81,14,TrackLost,{'reason': 'Lost tracking detection updates'}
297,9.91,77,TrackRecovered,{'reason': 'Track re-associated'}
297,9.91,14,TrackRecovered,{'reason': 'Track re-associated'}
303,10.11,24,TrackLost,{'reason': 'Lost tracking detection updates'}
303,10.11,50,TrackLost,{'reason': 'Lost tracking detection updates'}
309,10.31,24,TrackRecovered,{'reason': 'Track re-associated'}
312,10.41,24,TrackLost,{'reason': 'Lost tracking detection updates'}
318,10.611,78,TrackLost,{'reason': 'Lost tracking detection updates'}
321,10.711,77,TrackLost,{'reason': 'Lost tracking detection updates'}
327,10.911,50,TrackRecovered,{'reason': 'Track re-associated'}
327,10.911,36,TrackLost,{'reason': 'Lost tracking detection updates'}
330,11.011,90,ZoneEntered,{'zone': 'Dining'}
330,11.011,90,DiningStarted,{}
330,11.011,90,TrackCreated,"{'bbox': [np.float32(1101.366), np.float32(206.81831), np.float32(1157.7946), np.float32(280.97443)]}"
330,11.011,90,RoleAssigned,{'role': 'Customer'}
330,11.011,78,TrackRecovered,{'reason': 'Track re-associated'}
330,11.011,50,TrackLost,{'reason': 'Lost tracking detection updates'}
333,11.111,50,TrackRecovered,{'reason': 'Track re-associated'}
333,11.111,78,TrackLost,{'reason': 'Lost tracking detection updates'}
336,11.211,78,TrackRecovered,{'reason': 'Track re-associated'}
336,11.211,50,TrackLost,{'reason': 'Lost tracking detection updates'}
336,11.211,90,TrackLost,{'reason': 'Lost tracking detection updates'}
339,11.311,77,TrackRecovered,{'reason': 'Track re-associated'}
339,11.311,90,TrackRecovered,{'reason': 'Track re-associated'}
342,11.411,24,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 8.11}"
342,11.411,24,DiningFinished,{'dwell': 8.11}
342,11.411,24,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
342,11.411,24,TrackArchived,{'reason': 'Archiving track memory'}
342,11.411,90,TrackLost,{'reason': 'Lost tracking detection updates'}
345,11.511,50,TrackRecovered,{'reason': 'Track re-associated'}
345,11.511,77,TrackLost,{'reason': 'Lost tracking detection updates'}
345,11.511,78,TrackLost,{'reason': 'Lost tracking detection updates'}
348,11.612,93,ZoneEntered,{'zone': 'Dining'}
348,11.612,93,DiningStarted,{}
348,11.612,93,TrackCreated,"{'bbox': [np.float32(1045.66), np.float32(559.01044), np.float32(1199.5464), np.float32(682.2511)]}"
348,11.612,93,RoleAssigned,{'role': 'Customer'}
348,11.612,90,TrackRecovered,{'reason': 'Track re-associated'}
348,11.612,14,TrackLost,{'reason': 'Lost tracking detection updates'}
351,11.712,93,TrackLost,{'reason': 'Lost tracking detection updates'}
354,11.812,90,TrackLost,{'reason': 'Lost tracking detection updates'}
357,11.912,93,TrackRecovered,{'reason': 'Track re-associated'}
357,11.912,36,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 4.0}"
357,11.912,36,DiningFinished,{'dwell': 4.0}
357,11.912,36,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
357,11.912,36,TrackArchived,{'reason': 'Archiving track memory'}
363,12.112,90,TrackRecovered,{'reason': 'Track re-associated'}
369,12.312,14,TrackRecovered,{'reason': 'Track re-associated'}
369,12.312,90,TrackLost,{'reason': 'Lost tracking detection updates'}
372,12.412,90,TrackRecovered,{'reason': 'Track re-associated'}
372,12.412,14,TrackLost,{'reason': 'Lost tracking detection updates'}
375,12.513,77,TrackRecovered,{'reason': 'Track re-associated'}
375,12.513,14,TrackRecovered,{'reason': 'Track re-associated'}
375,12.513,78,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 3.6}"
375,12.513,78,DiningFinished,{'dwell': 3.6}
375,12.513,78,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
375,12.513,78,TrackArchived,{'reason': 'Archiving track memory'}
378,12.613,14,TrackLost,{'reason': 'Lost tracking detection updates'}
390,13.013,50,TrackLost,{'reason': 'Lost tracking detection updates'}
402,13.413,93,TrackLost,{'reason': 'Lost tracking detection updates'}
408,13.614,49,TrackLost,{'reason': 'Lost tracking detection updates'}
408,13.614,14,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 10.91}"
408,13.614,14,DiningFinished,{'dwell': 10.91}
408,13.614,14,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
408,13.614,14,TrackArchived,{'reason': 'Archiving track memory'}
411,13.714,93,TrackRecovered,{'reason': 'Track re-associated'}
414,13.814,93,TrackLost,{'reason': 'Lost tracking detection updates'}
414,13.814,77,TrackLost,{'reason': 'Lost tracking detection updates'}
417,13.914,118,ZoneEntered,{'zone': 'Dining'}
417,13.914,118,DiningStarted,{}
417,13.914,118,TrackCreated,"{'bbox': [np.float32(967.85596), np.float32(228.6469), np.float32(1060.7535), np.float32(347.56448)]}"
417,13.914,118,RoleAssigned,{'role': 'Customer'}
417,13.914,77,TrackRecovered,{'reason': 'Track re-associated'}
417,13.914,117,ZoneEntered,{'zone': 'Dining'}
417,13.914,117,DiningStarted,{}
417,13.914,117,TrackCreated,"{'bbox': [np.float32(798.37665), np.float32(395.95767), np.float32(946.7644), np.float32(540.287)]}"
417,13.914,117,RoleAssigned,{'role': 'Customer'}
417,13.914,93,TrackRecovered,{'reason': 'Track re-associated'}
420,14.014,123,ZoneEntered,{'zone': 'Dining'}
420,14.014,123,DiningStarted,{}
420,14.014,123,TrackCreated,"{'bbox': [np.float32(1063.2582), np.float32(389.294), np.float32(1213.8064), np.float32(586.9275)]}"
420,14.014,123,RoleAssigned,{'role': 'Customer'}
420,14.014,50,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.31}"
420,14.014,50,DiningFinished,{'dwell': 7.31}
420,14.014,50,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
420,14.014,50,TrackArchived,{'reason': 'Archiving track memory'}
420,14.014,93,TrackLost,{'reason': 'Lost tracking detection updates'}
423,14.114,118,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
423,14.114,123,TrackLost,{'reason': 'Lost tracking detection updates'}
423,14.114,117,TrackLost,{'reason': 'Lost tracking detection updates'}
426,14.214,77,TrackLost,{'reason': 'Lost tracking detection updates'}
429,14.314,123,TrackRecovered,{'reason': 'Track re-associated'}
432,14.414,127,ZoneEntered,{'zone': 'Dining'}
432,14.414,127,DiningStarted,{}
432,14.414,127,TrackCreated,"{'bbox': [np.float32(1069.2482), np.float32(303.6868), np.float32(1148.6224), np.float32(392.80328)]}"
432,14.414,127,RoleAssigned,{'role': 'Customer'}
432,14.414,93,TrackRecovered,{'reason': 'Track re-associated'}
432,14.414,117,TrackRecovered,{'reason': 'Track re-associated'}
435,14.514,77,TrackRecovered,{'reason': 'Track re-associated'}
435,14.514,123,TrackLost,{'reason': 'Lost tracking detection updates'}
438,14.615,127,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
438,14.615,130,ZoneEntered,{'zone': 'Dining'}
438,14.615,130,DiningStarted,{}
438,14.615,130,TrackCreated,"{'bbox': [np.float32(720.4731), np.float32(603.09326), np.float32(922.21716), np.float32(717.8101)]}"
438,14.615,130,RoleAssigned,{'role': 'Customer'}
438,14.615,49,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 5.21}"
438,14.615,49,DiningFinished,{'dwell': 5.21}
438,14.615,49,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
438,14.615,49,TrackArchived,{'reason': 'Archiving track memory'}
438,14.615,77,TrackLost,{'reason': 'Lost tracking detection updates'}
441,14.715,93,TrackLost,{'reason': 'Lost tracking detection updates'}
441,14.715,127,TrackLost,{'reason': 'Lost tracking detection updates'}
444,14.815,130,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
444,14.815,131,ZoneEntered,{'zone': 'Dining'}
444,14.815,131,DiningStarted,{}
444,14.815,131,TrackCreated,"{'bbox': [np.float32(1085.5667), np.float32(402.4787), np.float32(1219.8452), np.float32(508.861)]}"
444,14.815,131,RoleAssigned,{'role': 'Customer'}
444,14.815,127,TrackRecovered,{'reason': 'Track re-associated'}
450,15.015,131,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
450,15.015,127,TrackLost,{'reason': 'Lost tracking detection updates'}
456,15.215,131,TrackLost,{'reason': 'Lost tracking detection updates'}
459,15.315,127,TrackRecovered,{'reason': 'Track re-associated'}
465,15.515,131,TrackRecovered,{'reason': 'Track re-associated'}
465,15.515,123,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.5}"
465,15.515,123,DiningFinished,{'dwell': 1.5}
465,15.515,123,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
465,15.515,123,TrackArchived,{'reason': 'Archiving track memory'}
468,15.616,131,TrackLost,{'reason': 'Lost tracking detection updates'}
468,15.616,77,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 6.01}"
468,15.616,77,DiningFinished,{'dwell': 6.01}
468,15.616,77,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
468,15.616,77,TrackArchived,{'reason': 'Archiving track memory'}
471,15.716,93,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 4.1}"
471,15.716,93,DiningFinished,{'dwell': 4.1}
471,15.716,93,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
471,15.716,93,TrackArchived,{'reason': 'Archiving track memory'}
483,16.116,90,TrackLost,{'reason': 'Lost tracking detection updates'}
492,16.416,127,TrackLost,{'reason': 'Lost tracking detection updates'}
498,16.617,131,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.8}"
498,16.617,131,DiningFinished,{'dwell': 1.8}
498,16.617,131,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
498,16.617,131,TrackArchived,{'reason': 'Archiving track memory'}
513,17.117,90,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 6.11}"
513,17.117,90,DiningFinished,{'dwell': 6.11}
513,17.117,90,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
513,17.117,90,TrackArchived,{'reason': 'Archiving track memory'}
516,17.217,156,ZoneEntered,{'zone': 'Dining'}
516,17.217,156,DiningStarted,{}
516,17.217,156,TrackCreated,"{'bbox': [np.float32(819.8356), np.float32(283.3979), np.float32(915.18384), np.float32(412.94427)]}"
516,17.217,156,RoleAssigned,{'role': 'Customer'}
522,17.417,156,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
522,17.417,127,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 3.0}"
522,17.417,127,DiningFinished,{'dwell': 3.0}
522,17.417,127,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
522,17.417,127,TrackArchived,{'reason': 'Archiving track memory'}
525,17.518,117,TrackLost,{'reason': 'Lost tracking detection updates'}
528,17.618,117,TrackRecovered,{'reason': 'Track re-associated'}
540,18.018,162,ZoneEntered,{'zone': 'Dining'}
540,18.018,162,DiningStarted,{}
540,18.018,162,TrackCreated,"{'bbox': [np.float32(829.838), np.float32(418.63022), np.float32(924.82355), np.float32(542.92847)]}"
540,18.018,162,RoleAssigned,{'role': 'Customer'}
546,18.218,162,TrackLost,{'reason': 'Lost tracking detection updates'}
561,18.719,162,TrackRecovered,{'reason': 'Track re-associated'}
564,18.819,162,TrackLost,{'reason': 'Lost tracking detection updates'}
573,19.119,162,TrackRecovered,{'reason': 'Track re-associated'}
573,19.119,117,TrackLost,{'reason': 'Lost tracking detection updates'}
579,19.319,162,TrackLost,{'reason': 'Lost tracking detection updates'}
582,19.419,117,TrackRecovered,{'reason': 'Track re-associated'}
582,19.419,156,TrackLost,{'reason': 'Lost tracking detection updates'}
585,19.52,156,TrackRecovered,{'reason': 'Track re-associated'}
597,19.92,117,TrackLost,{'reason': 'Lost tracking detection updates'}
603,20.12,117,TrackRecovered,{'reason': 'Track re-associated'}
606,20.22,156,TrackLost,{'reason': 'Lost tracking detection updates'}
609,20.32,162,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 2.3}"
609,20.32,162,DiningFinished,{'dwell': 2.3}
609,20.32,162,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
609,20.32,162,TrackArchived,{'reason': 'Archiving track memory'}
609,20.32,117,TrackLost,{'reason': 'Lost tracking detection updates'}
627,20.921,156,TrackRecovered,{'reason': 'Track re-associated'}
630,21.021,156,TrackLost,{'reason': 'Lost tracking detection updates'}
633,21.121,156,TrackRecovered,{'reason': 'Track re-associated'}
639,21.321,117,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.41}"
639,21.321,117,DiningFinished,{'dwell': 7.41}
639,21.321,117,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
639,21.321,117,TrackArchived,{'reason': 'Archiving track memory'}
672,22.422,130,TrackLost,{'reason': 'Lost tracking detection updates'}
675,22.523,173,ZoneEntered,{'zone': 'Dining'}
675,22.523,173,DiningStarted,{}
675,22.523,173,TrackCreated,"{'bbox': [np.float32(871.7034), np.float32(606.864), np.float32(957.8391), np.float32(668.50793)]}"
675,22.523,173,RoleAssigned,{'role': 'Customer'}
675,22.523,130,TrackRecovered,{'reason': 'Track re-associated'}
678,22.623,173,TrackLost,{'reason': 'Lost tracking detection updates'}
690,23.023,156,TrackLost,{'reason': 'Lost tracking detection updates'}
693,23.123,156,TrackRecovered,{'reason': 'Track re-associated'}
705,23.524,156,TrackLost,{'reason': 'Lost tracking detection updates'}
708,23.624,176,ZoneEntered,{'zone': 'Dining'}
708,23.624,176,DiningStarted,{}
708,23.624,176,TrackCreated,"{'bbox': [np.float32(1102.8597), np.float32(207.63322), np.float32(1157.7649), np.float32(280.02194)]}"
708,23.624,176,RoleAssigned,{'role': 'Customer'}
708,23.624,173,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 1.1}"
708,23.624,173,DiningFinished,{'dwell': 1.1}
708,23.624,173,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
708,23.624,173,TrackArchived,{'reason': 'Archiving track memory'}
714,23.824,176,TrackConfirmed,{'reason': 'Reached confirmation frame limit'}
723,24.124,130,TrackLost,{'reason': 'Lost tracking detection updates'}
729,24.324,130,TrackRecovered,{'reason': 'Track re-associated'}
729,24.324,33,TrackLost,{'reason': 'Lost tracking detection updates'}
735,24.524,156,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 7.31}"
735,24.524,156,DiningFinished,{'dwell': 7.31}
735,24.524,156,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
735,24.524,156,TrackArchived,{'reason': 'Archiving track memory'}
738,24.625,178,ZoneEntered,{'zone': 'Kitchen'}
738,24.625,178,TrackCreated,"{'bbox': [np.float32(115.749916), np.float32(508.94058), np.float32(211.3938), np.float32(619.1321)]}"
738,24.625,178,RoleAssigned,{'role': 'Customer'}
738,24.625,130,TrackLost,{'reason': 'Lost tracking detection updates'}
741,24.725,178,TrackLost,{'reason': 'Lost tracking detection updates'}
747,24.925,178,TrackRecovered,{'reason': 'Track re-associated'}
750,25.025,33,TrackRecovered,{'reason': 'Track re-associated'}
753,25.125,33,TrackLost,{'reason': 'Lost tracking detection updates'}
765,25.526,178,TrackLost,{'reason': 'Lost tracking detection updates'}
768,25.626,130,ZoneExited,"{'zone': 'Dining', 'dwell_seconds': 11.01}"
768,25.626,130,DiningFinished,{'dwell': 11.01}
768,25.626,130,ExitedRestaurant,{'reason': 'Missing for 33 frames'}
768,25.626,130,TrackArchived,{'reason': 'Archiving track memory'}
771,25.726,33,TrackRecovered,{'reason': 'Track re-associated'}
774,25.826,178,TrackRecovered,{'reason': 'Track re-associated'}
780,26.026,33,TrackLost,{'reason': 'Lost tracking detection updates'}
783,26.126,188,ZoneEntered,{'zone': 'Dining'}
783,26.126,188,DiningStarted,{}
783,26.126,188,TrackCreated,"{'bbox': [np.float32(1169.5714), np.float32(271.799), np.float32(1202.7639), np.float32(315.787)]}"
